name,department,rating,num_ratings,would_take_again_pct,level_of_difficulty,professor_url
Pedram Heydari,Economics,3.3,6,50%,3.3,https://www.ratemyprofessors.com/professor/2968155
Anna Lionello,International Studies,4.5,2,100%,2.5,https://www.ratemyprofessors.com/professor/2343874
Larissa Doroshenko,Communication Studies,2,8,25%,3.9,https://www.ratemyprofessors.com/professor/2822412
Osnat Mokryn,Business,1.4,8,0%,3.8,https://www.ratemyprofessors.com/professor/2971286
Dan Sunderland,Accounting,4.3,12,83%,3,https://www.ratemyprofessors.com/professor/2665862
Jose Martinez-Lorenzo,Engineering,3.2,8,50%,3.3,https://www.ratemyprofessors.com/professor/1767991
Muhammad Alam,Industrial Engineering,3.3,5,50%,3.4,https://www.ratemyprofessors.com/professor/2130833
Amy Carleton,English,4.2,6,67%,2.7,https://www.ratemyprofessors.com/professor/1433557
Nina Mouawad,Writing,5,3,100%,3.3,https://www.ratemyprofessors.com/professor/2953165
Sina Fazelpour,Philosophy,5,2,100%,3.5,https://www.ratemyprofessors.com/professor/2795169
Xuwen Zhu,Mathematics,4.8,12,92%,2.7,https://www.ratemyprofessors.com/professor/2638388
Lawrence Overlan,Economics,5,4,100%,2.8,https://www.ratemyprofessors.com/professor/2486924
Yvonne Macrae,Management,2.5,2,50%,3,https://www.ratemyprofessors.com/professor/2041496
Christopher  MacDonald-Dennis,Education,2,2,0%,2,https://www.ratemyprofessors.com/professor/2972395
Michelle Borkin,Computer & Informational Tech.,1.3,7,0%,3.6,https://www.ratemyprofessors.com/professor/2436152
Mara Sidmore,Theater,5,1,100%,1,https://www.ratemyprofessors.com/professor/3019099
Sandra Sarni-Garlow,Health Science,2.7,6,50%,4.2,https://www.ratemyprofessors.com/professor/2257663
Douglas Durant,Music,3.9,26,100%,3,https://www.ratemyprofessors.com/professor/122263
Lynda Hodgson,Information Science,1.3,3,0%,4,https://www.ratemyprofessors.com/professor/2113694
Raymond Kinnunen,Business Administration,3.9,5,100%,3.2,https://www.ratemyprofessors.com/professor/879134
Dan Lothian,Journalism,4.7,3,100%,2.3,https://www.ratemyprofessors.com/professor/2757967
Koen Tieskens,Environmental Science,4.5,6,100%,3,https://www.ratemyprofessors.com/professor/2957557
Michael Rezuke,Accounting,5,3,100%,3,https://www.ratemyprofessors.com/professor/2928394
Cara Michell,Architecture,5,1,100%,1,https://www.ratemyprofessors.com/professor/2780989
Danny Faber,Sociology,4.4,52,83%,2.5,https://www.ratemyprofessors.com/professor/391268
Drew Zagieboylo,Engineering,2.3,4,25%,4.5,https://www.ratemyprofessors.com/professor/2970976
Richard Swasey,Business,3.8,58,82%,4.2,https://www.ratemyprofessors.com/professor/180561
Jason Hemann,Computer Science,1.9,27,22%,3.8,https://www.ratemyprofessors.com/professor/2475775
Xiao Ling,Business Administration,4.8,5,100%,1.8,https://www.ratemyprofessors.com/professor/2768186
David Kimbro,Marine Sciences,3.5,4,25%,3.8,https://www.ratemyprofessors.com/professor/2955529
Ingrid Pimsner,History,5,1,100%,2,https://www.ratemyprofessors.com/professor/3009630
Amy Pei,Marketing,2.4,16,25%,2.8,https://www.ratemyprofessors.com/professor/2721821
Marc Morin,Fine Arts,2,1,0%,1,https://www.ratemyprofessors.com/professor/3000382
Devesh Tiwari,Computer Engineering,5,4,100%,3.5,https://www.ratemyprofessors.com/professor/2469308
Eric Gerber,Mathematics,5,3,100%,2.3,https://www.ratemyprofessors.com/professor/2973318
Nathan Felde,Graphic Design,5,2,100%,4,https://www.ratemyprofessors.com/professor/2620502
Sarah Cadigan-Friedman,Graphic Design,5,1,100%,3,https://www.ratemyprofessors.com/professor/3009633
Laura Green,English,4.7,8,100%,3.1,https://www.ratemyprofessors.com/professor/695121
max chapnick,English,5,3,100%,1.3,https://www.ratemyprofessors.com/professor/2978069
Kara Pavone,Nursing,3,2,50%,3.5,https://www.ratemyprofessors.com/professor/2516908
TK Nagayoshi,Education,4,1,100%,2,https://www.ratemyprofessors.com/professor/3005287
Olga Vitek,Computer Science,2.6,7,43%,3.6,https://www.ratemyprofessors.com/professor/2235272
Andrew Guisbond,Law,2.7,3,33%,3.7,https://www.ratemyprofessors.com/professor/2505885
Aaron  Daniels,Accounting,5,3,100%,3,https://www.ratemyprofessors.com/professor/2963527
Chris Gallagher,English,1,1,0%,5,https://www.ratemyprofessors.com/professor/1883686
Dan Urman,Political Science,3.8,30,67%,3.2,https://www.ratemyprofessors.com/professor/1520357
Rajesh Aggarwal,Finance,4.2,18,83%,3.9,https://www.ratemyprofessors.com/professor/2182442
Tatiana Rothchild,Political Science,4,1,100%,2,https://www.ratemyprofessors.com/professor/3000073
Jan Leudert,International Affairs,1,1,0%,1,https://www.ratemyprofessors.com/professor/2867136
Stephen Hiltz,History,3.2,49,40%,3.4,https://www.ratemyprofessors.com/professor/152089
Abbie Levesque,English,4.8,6,100%,1.8,https://www.ratemyprofessors.com/professor/2650627
James Monaghan,Biology,4.7,3,100%,3.7,https://www.ratemyprofessors.com/professor/2693568
Sutter Kraetzer,Chemistry,5,2,100%,2.5,https://www.ratemyprofessors.com/professor/2964362
Victor Zappi,Music Technology,2.6,8,38%,4,https://www.ratemyprofessors.com/professor/2543899
Nick Papas,English,4,1,100%,4,https://www.ratemyprofessors.com/professor/2999723
Quan Wan,Biochemistry,1,1,0%,3,https://www.ratemyprofessors.com/professor/2721653
Gary Cantrell,Computer Science,5,1,100%,2,https://www.ratemyprofessors.com/professor/2860351
Gail Begley,Biochemistry,3.6,32,0%,3.5,https://www.ratemyprofessors.com/professor/74173
Matthew Goodwin,Health Science,3.5,4,50%,3,https://www.ratemyprofessors.com/professor/2028549
Cristina Herren,Marine Sciences,4.3,4,75%,3.5,https://www.ratemyprofessors.com/professor/2780787
Michael Trisolini,Health Science,4,1,100%,3,https://www.ratemyprofessors.com/professor/3005132
Rebeca Rosengaus,Biology,4,1,100%,2,https://www.ratemyprofessors.com/professor/2999561
Judith Brown,Fine Arts,5,3,100%,3,https://www.ratemyprofessors.com/professor/2896272
Lowell D'Souza,Finance,4.4,23,86%,2.8,https://www.ratemyprofessors.com/professor/2069028
Keith Bagley,Computer Science,3.7,21,67%,3,https://www.ratemyprofessors.com/professor/2567090
Ray Weaver,Marketing,4.8,8,100%,2.6,https://www.ratemyprofessors.com/professor/2852093
Dee Masiello,Business Administration,3.3,7,43%,2.6,https://www.ratemyprofessors.com/professor/2839951
Jeremy Jones,Accounting,4.4,7,75%,2.7,https://www.ratemyprofessors.com/professor/2112956
Mostafa Asheghan,Electrical Engineering,3,4,50%,4,https://www.ratemyprofessors.com/professor/2638332
Abdul Raheem Shariq Mohammed,Economics,4.5,2,100%,2,https://www.ratemyprofessors.com/professor/2866273
Greg Jaboin,Finance,5,1,100%,3,https://www.ratemyprofessors.com/professor/2981842
Serena Parekh,Philosophy,4.1,12,75%,3.3,https://www.ratemyprofessors.com/professor/2114420
Sijia Dong,Chemistry,4,1,100%,4,https://www.ratemyprofessors.com/professor/2996113
"Martin Schwarz, Jr.",Mathematics,2.2,60,34%,3.5,https://www.ratemyprofessors.com/professor/322758
Chuck Fountain,Journalism,3.9,49,50%,3.3,https://www.ratemyprofessors.com/professor/365808
Brian Helmuth,Environmental Science,5,4,75%,3,https://www.ratemyprofessors.com/professor/2355106
Marius Popescu,Finance,2.7,14,43%,3.2,https://www.ratemyprofessors.com/professor/2243006
Kayla McEwen,Business Administration,5,5,100%,1.2,https://www.ratemyprofessors.com/professor/2589103
Nasser Fard,Industrial Engineering,1,1,0%,5,https://www.ratemyprofessors.com/professor/2912776
Kristin Lacey,Writing,5,6,100%,1.8,https://www.ratemyprofessors.com/professor/2851455
Cheryl Arruda,Engineering,4.7,3,100%,1.3,https://www.ratemyprofessors.com/professor/2249836
Jose Perea,Mathematics,5,2,100%,3.5,https://www.ratemyprofessors.com/professor/2970945
Donathan Brown,Communication Studies,4,1,100%,3,https://www.ratemyprofessors.com/professor/3002222
Elina Tochilnikova,Game Design,2.9,16,56%,2.9,https://www.ratemyprofessors.com/professor/2677405
Sylvi Re,Theater,5,1,100%,3,https://www.ratemyprofessors.com/professor/3001592
Matt Harris,Engineering,5,1,100%,3,https://www.ratemyprofessors.com/professor/3001539
Nathaniel Derbinsky,Computer Science,4.8,30,97%,3.1,https://www.ratemyprofessors.com/professor/2308643
Benjamin Hescott,Computer Science,4.3,11,73%,3.8,https://www.ratemyprofessors.com/professor/2365410
Salma idrissi,Communication Studies,5,2,100%,1.5,https://www.ratemyprofessors.com/professor/2964206
Ye Yin,Computer Science,5,2,100%,2,https://www.ratemyprofessors.com/professor/2971028
Mira Cantor,Fine Arts,2.5,18,33%,3.4,https://www.ratemyprofessors.com/professor/334517
Dennis Avola,Accounting,3,2,50%,3,https://www.ratemyprofessors.com/professor/2484399
Edward Trachtenberg,Computer & Informational Tech.,5,1,100%,1,https://www.ratemyprofessors.com/professor/2999716
James Grenier,Philosophy,5,1,100%,2,https://www.ratemyprofessors.com/professor/2632772
Jianqiu Bai,Business Administration,0,0,,0,https://www.ratemyprofessors.com/professor/2639296
Juyi  Lyu,Business,0,0,,0,https://www.ratemyprofessors.com/professor/2999528
Vincent Harris,Electrical Engineering,4.3,4,100%,2.8,https://www.ratemyprofessors.com/professor/1641957
Abigail Postlewaite,Physics,3.7,3,67%,3.3,https://www.ratemyprofessors.com/professor/2653010
Malihe Alikhani,Computer Science,5,1,100%,3,https://www.ratemyprofessors.com/professor/2975106
Edward Cosgrove,Microbiology,4.1,18,100%,3.4,https://www.ratemyprofessors.com/professor/1267078
Ryan Kannanaikal,Mathematics,5,2,100%,2,https://www.ratemyprofessors.com/professor/2707642
Stavros Tripakis,Computer Science,3.6,5,40%,2.8,https://www.ratemyprofessors.com/professor/2638390
Catherine Dunand,French,4,27,100%,2,https://www.ratemyprofessors.com/professor/336510
Jianfei Cao,Economics,5,1,100%,4,https://www.ratemyprofessors.com/professor/2993815
Mike Hunt,Health Management,4.5,2,50%,1.5,https://www.ratemyprofessors.com/professor/2993416
Hindel McCringleberry,Judaic Studies,5,1,100%,3,https://www.ratemyprofessors.com/professor/2993412
Shuyang Wang,Accounting,2.7,15,33%,4.1,https://www.ratemyprofessors.com/professor/2655041
Shirali Patel,Information Science,5,4,100%,2.8,https://www.ratemyprofessors.com/professor/2992775
AC Goldberg,Speech & Hearing Sciences,5,1,100%,1,https://www.ratemyprofessors.com/professor/2993020
Susan Picillo,Communication,4.3,37,69%,3.3,https://www.ratemyprofessors.com/professor/159333
Matthew Gin,Architecture,4.8,5,100%,2.4,https://www.ratemyprofessors.com/professor/2746750
Tabitha Espina,English,5,7,100%,2,https://www.ratemyprofessors.com/professor/2718242
César Martínez-Olvera,Engineering,1,1,0%,1,https://www.ratemyprofessors.com/professor/2990260
Timothy Barr,Communication Studies,3.5,10,60%,3.4,https://www.ratemyprofessors.com/professor/2578726
Michael Enright,Business,5,1,100%,4,https://www.ratemyprofessors.com/professor/2877060
Gabriel Sala,Business,5,3,100%,3,https://www.ratemyprofessors.com/professor/2860516
Kimberly Maroon,Fine Arts,4,1,100%,3,https://www.ratemyprofessors.com/professor/2987377
Elisabeth Neville,Photography,3.2,7,0%,3.1,https://www.ratemyprofessors.com/professor/1254501
Elizabeth Dillon,English,4,5,100%,3.6,https://www.ratemyprofessors.com/professor/1210658
Raymond Orciuch,Engineering,5,2,100%,2,https://www.ratemyprofessors.com/professor/2632130
Youngbin Tak,Biotechnology,2,1,0%,3,https://www.ratemyprofessors.com/professor/2986060
Stephen Shore,Health Science,5,2,100%,2.5,https://www.ratemyprofessors.com/professor/2561747
Li Fan,Finance,5,1,100%,3,https://www.ratemyprofessors.com/professor/2970099
Paul Kasili,Biology,3,1,0%,3,https://www.ratemyprofessors.com/professor/2964494
Anthony D'Onofrio,Biology,4.2,13,92%,1.8,https://www.ratemyprofessors.com/professor/2264930
Jeishing Wen Joshua,Mathematics,5,3,100%,2.7,https://www.ratemyprofessors.com/professor/2929658
Neal Lerner,English,5,2,100%,3,https://www.ratemyprofessors.com/professor/2082569
Rebecca Kleinberger,Music Technology,5,1,100%,3,https://www.ratemyprofessors.com/professor/2822738
Venkat Kuppuswamy,Entrepreneurship,4.9,13,100%,2.2,https://www.ratemyprofessors.com/professor/2772330
Nassar Fard,Engineering,1.9,28,15%,3.7,https://www.ratemyprofessors.com/professor/494529
Anna Radovic,Biology,2.9,25,48%,4.1,https://www.ratemyprofessors.com/professor/2692431
David Herlihy,Music,3.4,19,55%,3.1,https://www.ratemyprofessors.com/professor/530116
Yana Shechterman,Organizational Leadership,3.6,5,80%,2.6,https://www.ratemyprofessors.com/professor/2585035
Sara Lopez-Pintado,Mathematics,4.5,2,100%,3,https://www.ratemyprofessors.com/professor/2942757
Matthew Vallon,Chemistry,3.5,4,75%,2.5,https://www.ratemyprofessors.com/professor/2846323
Lili Su,Computer Engineering,1,2,0%,4,https://www.ratemyprofessors.com/professor/2720925
David Smith,Computer Science,5,3,100%,3.7,https://www.ratemyprofessors.com/professor/1839922
Samuel Rabino,Business,3.6,18,0%,2.3,https://www.ratemyprofessors.com/professor/474454
Irene Gassko,Computer Science,1.8,11,0%,4,https://www.ratemyprofessors.com/professor/358291
Gregory Cass,English,4.8,21,100%,2.9,https://www.ratemyprofessors.com/professor/926384
Don Fallis,Philosophy,4.5,4,100%,1.3,https://www.ratemyprofessors.com/professor/2748857
Ibukun  Afolabi,Computer Science,1.3,3,0%,3,https://www.ratemyprofessors.com/professor/2931057
Theo Davis,English,5,2,100%,4,https://www.ratemyprofessors.com/professor/2867966
Ennio Mingolla,Communication Studies,5,13,100%,3.2,https://www.ratemyprofessors.com/professor/2650231
Tracy Robinson-Wood,Psychology,4,1,100%,3,https://www.ratemyprofessors.com/professor/2382776
Helen Markewich,Engineering,1.9,13,23%,4.2,https://www.ratemyprofessors.com/professor/2653384
Nazmus Miazi,Computer Science,4.3,3,100%,2,https://www.ratemyprofessors.com/professor/2873185
Wally Sherwood,Criminal Justice,3.4,30,100%,3.3,https://www.ratemyprofessors.com/professor/470709
Dale Herbeck,Communication Studies,4.5,20,100%,2.8,https://www.ratemyprofessors.com/professor/1869207
Shawn Bhimani,Business,4.7,12,92%,3.8,https://www.ratemyprofessors.com/professor/2583969
Bob Schutter,Game Design,5,1,100%,4,https://www.ratemyprofessors.com/professor/2974698
Yiannis Levendis,Industrial Engineering,4.6,13,100%,2.4,https://www.ratemyprofessors.com/professor/226713
Sarah Lockwood,Criminal Justice,4.8,4,100%,2,https://www.ratemyprofessors.com/professor/2857779
Pedro Cruz,Fine Arts,2,1,0%,3,https://www.ratemyprofessors.com/professor/2493718
Kyle Winston-Lindeboom,Architecture,5,2,100%,3,https://www.ratemyprofessors.com/professor/2901356
Adam Hosein,Philosophy,4.3,6,100%,3,https://www.ratemyprofessors.com/professor/2314510
Cheryl Burke,Nursing,3.6,12,67%,3.6,https://www.ratemyprofessors.com/professor/2586321
Jessica Kurr,Communication Studies,2.2,6,33%,2.3,https://www.ratemyprofessors.com/professor/2758537
Sadettin Ozturk,Biology,4.7,24,92%,3.6,https://www.ratemyprofessors.com/professor/2511022
Byron Wallace,Computer Science,4,8,75%,2.8,https://www.ratemyprofessors.com/professor/2299523
Chun-An Chou,Industrial Engineering,1,7,0%,4.4,https://www.ratemyprofessors.com/professor/2494367
Dori Woods,Biology,4.8,5,100%,2.4,https://www.ratemyprofessors.com/professor/2377571
Rebekah Moore,Music Business,3,2,50%,3,https://www.ratemyprofessors.com/professor/2364283
Ramiro Martinez,Criminal Justice,1.7,14,25%,2.4,https://www.ratemyprofessors.com/professor/1762997
Daniele Mathras,Marketing,4.4,7,100%,3.3,https://www.ratemyprofessors.com/professor/2354060
Mingyang Lu,Biomedical,4,2,100%,3.5,https://www.ratemyprofessors.com/professor/2893485
Anthony Iarrobino,Mathematics,2.1,30,0%,3.8,https://www.ratemyprofessors.com/professor/249654
Sam John,Finance,1.4,10,0%,4.2,https://www.ratemyprofessors.com/professor/853611
Lauren Spendley,Nursing,5,1,100%,4,https://www.ratemyprofessors.com/professor/2968297
Tony D'Onofrio,Biology,5,1,100%,1,https://www.ratemyprofessors.com/professor/2968065
Amuthan Arulraj,Information Science,5,3,100%,4.7,https://www.ratemyprofessors.com/professor/2835358
Eric Piza,Criminal Justice,5,1,100%,4,https://www.ratemyprofessors.com/professor/2966161
Robert Triest,Economics,5,1,100%,3,https://www.ratemyprofessors.com/professor/2965884
David Fink,Management,2,1,0%,3,https://www.ratemyprofessors.com/professor/2961283
Philip Gilreath,English,5,1,100%,2,https://www.ratemyprofessors.com/professor/2964113
Erin Meier,Speech & Hearing Sciences,2,1,0%,4,https://www.ratemyprofessors.com/professor/2964074
Jessica Chace,English,4,4,75%,1.3,https://www.ratemyprofessors.com/professor/2754079
Pope Michael,Philosophy,4,1,100%,2,https://www.ratemyprofessors.com/professor/2962965
Weiling Liu,Finance,4.1,10,70%,3.3,https://www.ratemyprofessors.com/professor/2552449
Moneesh Upmanyu,Mechanical Engineering,3.7,9,67%,3.7,https://www.ratemyprofessors.com/professor/2451640
Nizar Zaarour,Managerial Science,5,2,100%,2,https://www.ratemyprofessors.com/professor/2129015
Natalie Shibley,Women's Studies,5,2,100%,3,https://www.ratemyprofessors.com/professor/2858086
Joseph McNabb,Law,5,1,100%,3,https://www.ratemyprofessors.com/professor/2958400
Jean McGuire,Health Science,3,2,50%,4,https://www.ratemyprofessors.com/professor/1830201
Richard Hanna,Marketing,4.2,9,50%,2.6,https://www.ratemyprofessors.com/professor/1267760
Allison Bannister,English,3,1,0%,2,https://www.ratemyprofessors.com/professor/2838385
Justin Grosz,Information Science,1,3,0%,3.3,https://www.ratemyprofessors.com/professor/2887218
Melanie Brooks,English,4,2,100%,3,https://www.ratemyprofessors.com/professor/2092705
Todd Loeb,Management,1,1,0%,1,https://www.ratemyprofessors.com/professor/2947335
Cristina Herren,Environmental Science,3.4,5,40%,4.4,https://www.ratemyprofessors.com/professor/2887844
Tanyeri Abur Aysen,Economics,2.3,3,33%,2.3,https://www.ratemyprofessors.com/professor/2771649
Doug Bielmeier,Music,4.5,58,88%,3.5,https://www.ratemyprofessors.com/professor/2495526
Jarvis Chen,Political Science,4.7,86,93%,2.2,https://www.ratemyprofessors.com/professor/1564287
Samuel Maron,Sociology,5,11,100%,2.2,https://www.ratemyprofessors.com/professor/2640890
Carmel Salhi,Health Science,4.3,3,100%,4.3,https://www.ratemyprofessors.com/professor/2582801
Valerio Toledano Laredo,Mathematics,3.7,14,86%,3.6,https://www.ratemyprofessors.com/professor/1169556
Yanet Canavan,Spanish,4.5,4,100%,2,https://www.ratemyprofessors.com/professor/1922822
John Haley,Computer & Informational Tech.,2.4,34,29%,3.1,https://www.ratemyprofessors.com/professor/1834900
Meryl Alper,Communication Studies,3.4,5,75%,4.4,https://www.ratemyprofessors.com/professor/2059762
