term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6318-04 Financial Management  (Mark Gooley),122,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""instructor required all students to have their cameras on and would call on students for answers to make sure they were engaged"", ""Mark made the class enjoyable by calling the students by their names and encouraging their interaction without pressure, and by asking us to open the cameras so he could read our expressions. He solved questions and also allowed us to solve some of the questions during class before revealing the answer, which helped me learn and find issues I needed help with."", ""The best professor I have had so far!"", ""The worst designed and delivered course I have ever taken. Materials were convoluted, disorganized, and buried. It was common for a slide show to be embedded in another slide show, or even three in, to then show max 4 slides with one sentence of content on each page. Lots of practice sets but no actual teaching or clearly written/ presented explanations of how to do them. You end up digging through buried information and the autogenerated explanations of wrong answers in the problem sets to piece together the right way to do things.  This isn't complex math or elaborate concepts, just bad teaching. It seems like maybe this professor has never taught online before? Or isn't very good at creating material for this format of learning. Disappointing since this is such an important course.To improve the course, create clear, simple, concise learning materials, visuals, and slide shows. Take the time to make material useful for online learning. Consider the distraction and time sink of clicking through poorly organized material and try to avoid this when designing the course material."", ""The textbook I didn’t always find to be very helpful. While it certainly contained accurate information, I was often left with more questions than answers. Mark was able to take the readings and translate them into something I could digest and apply in class."", ""The instructor did a great job explaining concepts and breaking it down into easy ways to remember certain methods and formulas."", ""Great at explaining the course material and the context behind it, more than the other materials of the course.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6318-04 Financial Management  (Mark Gooley),122,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""Read quickly through the material before class"", ""I could have dedicated more time but working full time does not allow for this"", ""taken it with a different professor"", ""Last week I should have front loaded my work for the week more. In the future I need to project my workload better."", ""This class is not my background, so I really struggled to understand some of the wording, but if I had enough time i owuld take it again"", ""The course had a ton of material, and I tended to fall behind a little bit week to week due to life events and my work schedule. This led me to cram at the midterm and final marks. I could have managed my time a little better early on so I didn't cram in all the material in a short amount of time."", ""Went to live sessions""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6318-04 Financial Management  (Mark Gooley),122,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 6, ""60-80%"": 3, ""40-60%"": 3, ""20-40%"": 2, ""1-20%"": 1}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6318-04 Financial Management  (Mark Gooley),122,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 4, ""8-10"": 3, ""5-7"": 7, ""3-4"": 2, ""0-2"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,1,4.0,4.46,4.41,4.0,5.0,5.0,0,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,1,2.0,4.18,4.3,2.0,5.0,5.0,0,0,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,1,1.0,3.89,4.2,1.0,4.0,5.0,0,0,0,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,1,5.0,4.61,4.69,5.0,5.0,5.0,1,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,1,3.0,4.5,4.45,3.0,5.0,5.0,0,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,1,1.0,4.18,4.36,1.0,5.0,5.0,0,0,0,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Learning Related Questions,In-class sessions were helpful for learning.,1,2.0,4.29,4.29,2.0,5.0,5.0,0,0,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,1,3.0,4.29,4.29,3.0,4.5,5.0,0,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Learning Related Questions,This course was intellectually challenging.,1,4.0,4.32,4.37,4.0,4.0,5.0,0,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Learning Related Questions,I learned a lot in this course.,1,3.0,4.39,4.43,3.0,5.0,5.0,0,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Related Questions: Joseph Henry,The instructor came to class prepared to teach.,1,2.0,4.39,4.6,2.0,5.0,5.0,0,0,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Related Questions: Joseph Henry,The instructor used class time effectively.,1,1.0,4.29,4.44,1.0,5.0,5.0,0,0,0,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Related Questions: Joseph Henry,The instructor clearly communicated ideas and information.,1,3.0,4.5,4.31,3.0,5.0,5.0,0,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Related Questions: Joseph Henry,The instructor provided sufficient feedback.,1,2.0,4.36,4.26,2.0,5.0,5.0,0,0,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Related Questions: Joseph Henry,The instructor fairly evaluated my performance.,1,3.0,4.43,4.36,3.0,5.0,5.0,0,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Related Questions: Joseph Henry,The instructor was available to assist students outside of class.,1,4.0,4.5,4.52,4.0,5.0,5.0,0,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Related Questions: Joseph Henry,The instructor facilitated a respectful and inclusive learning environment.,1,4.0,4.63,4.61,4.0,5.0,5.0,0,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Related Questions: Joseph Henry,The instructor displayed enthusiasm for the course.,1,3.0,4.63,4.71,3.0,5.0,5.0,0,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Instructor Effectiveness: Joseph Henry,What is your overall rating of this instructor's teaching effectiveness?,1,3.0,4.65,4.5,3.0,5.0,5.0,0,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""Class was at a terrible time, 530 you can't even get home from work by that time.No one attended class.The professor did not prepare a lecture for asynchronous learning so recorded class was sometime 15 minutes long.The value proposition of the class for students was terrible and everyone should get a refund for the class.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Interesting topic""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""Prepare a lecture and align the lecture to the course assignments and quizzesDiscuss the previous week's assignment and review class challenge areas""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""The book material and course material seemed out of sync. The clear connection was not there.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 0, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 1}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for FINA6331-03 Corporate Finance  (Joseph Henry),28,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 1, ""5-7"": 0, ""3-4"": 0, ""0-2"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,21,4.43,4.38,4.41,5.0,5.0,5.0,13,6,1,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,17,4.24,4.09,4.3,5.0,4.0,5.0,9,5,2,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,18,4.17,4.08,4.2,5.0,4.0,5.0,10,5,1,0,2,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,20,4.55,4.56,4.69,5.0,5.0,5.0,14,5,0,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,22,4.68,4.54,4.45,5.0,5.0,5.0,16,5,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,22,4.45,4.3,4.36,5.0,5.0,5.0,17,2,1,0,2,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Learning Related Questions,In-class sessions were helpful for learning.,22,4.59,4.41,4.29,5.0,5.0,5.0,17,3,1,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,22,4.27,4.11,4.29,5.0,5.0,5.0,13,5,2,1,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Learning Related Questions,This course was intellectually challenging.,22,4.18,4.02,4.37,5.0,4.0,5.0,12,5,3,1,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Learning Related Questions,I learned a lot in this course.,22,4.41,4.13,4.43,5.0,5.0,5.0,14,5,2,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for HRMG6318-01 Managing the Organization  (Marla Baskerville),38,Instructor Related Questions: Marla Baskerville,The instructor came to class prepared to teach.,22,4.82,4.63,4.6,5.0,5.0,5.0,18,4,0,0,0,,,
